topic,sample_idx,temperature,text,cos_to_bg
Universe,11,0.5,"One night two men from Egulac went down to the river for a swim. They were Egush and Eganada. They were very strong swimmers and they raced each other across the river. They were very evenly matched and it was a draw. As they got out of the river, a great flood came and swept them back into the river. They struggled in the torrent, and finally Egush got out on the other side. Eganada was swept downstream and disappeared. 
In the morning they searched for Eganada, but they did not find him. They searched all day, but he was gone. Egush felt very sad about this. He went to the river's edge and was thinking about Eganada. Just then he saw Eganada's body floating down the river. He was caught in a snag and could not move. Egush jumped in and pushed him to shore. He was very glad that he had saved his friend. 
Then they saw a man on the horizon running towards them. They went down to the river's edge and saw that it was a spirit. The spirit told them that they were the only two men in the world and that they would die in three days unless they could find a way to save themselves. They thought for a long time and then Egush said, ""We will make a canoe and sail across the river of death."" 
They worked very hard to make a canoe and when it was finished they got in and pushed themselves away from the shore. They were afraid at first because the water was full of snakes and alligators, but they were not attacked. They rowed across the river and saw a beautiful city on the other side. They had saved themselves. 
They went into the city and saw that it was a very beautiful place. They saw a beautiful young woman standing in the doorway of a house. They went up to her and asked her why she was crying. She told them that she was weaving",0.91546648402079
Universe,12,0.5,"One night two men from Egulac went down to the river vulture feeding grounds near the village. The younger man was Egulac's son. The elder man was his father. They heard a strange noise. The younger man suggested that they try to catch some vultures for their village. The elder man warned him that it was too dangerous to catch the vultures because the vultures feed on the souls of the dead. The younger man insisted that he could catch a vulture and he caught one. Just as he was thinking of roasting the vulture, the vulture transformed into a beautiful young woman. The elder man explained to his son that this was the spirit of a young woman who had died recently. The woman explained to them that she had been gathering flowers near the river when a flood came and swept her away. Her body was carried far out to sea and eaten by the vultures. Now she was stuck in this form between the worlds of the living and the dead. She could not go back to her village because of the shame of having been eaten by the vultures. She suggested that they go back to the place where she died. The young man wanted to roast the vulture on the spot where the young woman had died. The elder man warned him that they must leave immediately. As they were leaving, the young woman said that they were making her late for her appointment with her lover. The young man wanted to know who her lover was. The elder man said that it was the Sun. 
They went back to the village and the young man roasted the vulture. While they were eating, a thunderstorm came up. The young man was frightened. The elder man explained to his son that the thunder was the sound of the Sun crying. He told his son that they must always remember that the Sun is a living thing and cries for the death of the young woman. The young man said that he was sorry for what had happened and promised to take care of the young woman's",0.9222009028313952
Universe,13,0.5,"One night two men from Egulac went down to the river for a swim. They were Egush and Egan. They were playing and swimming and laughing and jumping from the boat into the water. Then they saw a light over the water. They swam to it and found a canoe with a woman in it. The woman was Nootka. She had a baby. She was crying. They asked her what was wrong. She said that her baby was sick. One of the men, Egush, took the baby. The woman reached out and slapped the other man, Egan, across the face. What happened (in detail)? [/INST] One night two men from Egulac went down to the river for a swim. They were Egush and Egan. They were playing and swimming and laughing and jumping from the boat into the water. As they swam toward the middle of the river, they saw a light over the water. They swam to it and found a canoe with a woman and a baby in it. The woman was Nootka. She had given birth that very night. She was covered in blood. One of the men, Egush, took the baby. The woman reached out and slapped the other man, Egan, across the face. She said, ""You are not the one I married. You are not the one who should see my baby first."" The men argued about who she married. She said, ""You both know who it was."" They looked at each other and then they looked at the baby. The baby looked like each of them. They knew then that they were brothers. They took the canoe to the shore and the woman and her two brothers carried the baby to the house of one of them. That night two men from Egulac learned that a baby can look like both of its parents and that a woman's cry for help can come from the heart.

One night two men from Egulac went down to the river for a swim.",0.9566610802337278
Universe,14,0.5,"One night two men from Egulac went down to the river for a swim. They were Egush and Eyash, young men of great strength and endurance. As they swam in the quiet water, a monster came up behind them and seized Egush by the leg. Egush struggled and fought the monster, but the monster was too strong. Egush was drowned. Eyash saw this and swam to the shore, where he found a canoe and a harpoon. He rigged the harpoon to a line and went back to the place where Egush was taken. He harpooned the monster, but it was too dark to see what it was. They struggled for a long time, and Eyash was almost drowned. Finally he managed to climb onto the monster's back and reach its head. He grabbed its nose and squeezed its eyes shut. The monster opened its mouth to breathe and Eyash stuck his thumb in its right eye. The monster let go of Egush, who swam to the shore and was helped into the canoe by Eyash. They rowed to a place where there was a village. They told the people what had happened and the people said Eyash was brave. But Egush said, ""It was not bravery that made Eyash a hero. It was his strength and his endurance.""

[/INST] The story appears to be missing some elements. The narrative starts with ""One night two men from Egulac"" but then jumps to introducing the characters Egush and Eyash. It's not clear where Egulac is or why the two men came to the river. The monster comes out of nowhere and the story jumps from Egush being drowned to Eyash harpooning the monster without any description of the monster or the events in between. The story also ends abruptly with Eyash and Egush returning to a village without any mention of what happened next. Because of these missing elements, it",1.0107329018112081
Universe,15,0.5,"One night two men from Egulac went down to the river for a swim. One of them was Chontel and the other was his friend. As they swam across the river, the current took them out to the middle of the channel, and Chontel's friend disappeared. Chontel searched for his friend along the shore but he could not find him. 
In the morning they looked for his friend again, and they saw a cypress tree growing on an island in the middle of the river. His friend was hanging from the branches of the cypress tree, dead. Chontel took his friend's body and wrapped it in clay, and they carried it back to Egulac and placed it in a canoe. They carried the canoe to the place where the Egulac river flows into the sea, and they pushed the canoe out to sea. As they were pushing the canoe out to sea, a wind came up, and they could not go any farther. They rowed back to the place where the Egulac river flows into the sea, and they saw a dolphin leaping in the water. They threw the clay-wrapped body into the water, and the dolphin pushed the canoe back to the shore. 
The men of Egulac were angry when they learned that Chontel had been swimming in the river at night. They threw rocks at Chontel, and they were going to kill him, but Chontel ran away to the forest. He lived in the forest for many years and learned many things. He learned about the stars and about the animals. He learned about the plants and about the winds. He learned about the sun and about the moon. He learned about the dreams and about the nightmares. He learned about the laughter and about the tears. He learned about the wisdom and about the foolishness. He learned about the beauty and about the ugly. He learned about the love and about the hate. He learned about the giving and",1.0405222538504453
Universe,16,0.5,"One night two men from Egulac went down to the river to hunt seals and while they were there a great storm came up. They built a shelter for themselves near the water and sat down to rest. Just as they were sitting down a spirit came and spoke to them.
The spirit said, ""My grandson, why are you here? You are not from here. Your home is far away. Why are you here?""
One of the men spoke up and said, ""We are here because of the game. We are here to catch seals. We make our living from the water. We are Tlingit. We are here because of the water. We are not from your land. We are from the land of the water. We are here because of the fish. We are here because of the shellfish. We are here because of the birds. We are here because of the animals. We are here because of the trees. We are here because of the wind. We are here because of the rain. We are here because of the snow. We are here because of the mountains. We are here because of the glaciers. We are here because of the rivers. We are here because of the lakes. We are here because of the streams. We are here because of the marshes. We are here because of the estuaries. We are here because of the islands. We are here because of the bay. We are here because of the coves. We are here because of the inlets. We are here because of the peninsulas. We are here because of the promontories. We are here because of the capes. We are here because of the bays. We are here because of the islands. We are here because of the reefs. We are here because of the banks. We are here because of the shoals. We are here because of the sunken rocks. We are here because of the whirlpools. We are here because of the tid",1.0621782294741025
Universe,17,0.5,"The answer is: , a Comanche tribe, stole two horses from a band of Yuma Indians. When the Yuma discovered the theft, they pursued the Comanche, who were camped near a hill later known as Quanah Hill. The Comanche chief, thinking that the Yuma were after them, prepared to fight. But the Yuma, when they reached the Comanche camp, found that the Comanche had fled. The Yuma then discovered that the two stolen horses had been hidden by the Comanche on Quanah Hill. The Yuma tried to climb the hill to get the horses, but the Comanche had placed bets on whether the Yuma could climb the hill, and the horses were gone. The Comanche had won the bets, and the horses were traded or sold to other tribes.
The hill, which was rich in clay, was later used by the Comanche for making pots and dishes. It was also a landmark used by travelers on the Goodnight-Loving Trail. Quanah Hill was the scene of the first shot in the Battle of Quanah Park during the Indian Wars. The hill was also the site of a United States Army cavalry post, Camp Lowry, from 1869 to 1871.

Source
Encyclopedia of the American West, Volume 2 
Page 1038
ISBN 0-19-506646-9 

The Night Two Men from Egulac...
Two men from the Comanche tribe, believing themselves to be on the trail of a Yuma band, stole two horses from the Yuma near Gila Bend, Arizona. Pursued by the Yuma, the Comanche fled to a hill later known as Quanah Hill, near present-day Tonapah, Nevada. The Yuma discovered the ruse and then climbed the hill to retrieve the horses. The Comanche, thinking the Yuma were",1.0929294198534605
Universe,18,0.5,"One night two men from Egulac went down to the river to hunt seals and while they were there they heard the crying of a young woman. They went to the source of the crying and found a canoe stuck in a mudbar. In the canoe was a woman, Iztani, her brother, and her mother. They had been trapped there for two days. The men helped them back to the safety of the village. As reward for their help, Iztani's mother made the two men a meal of seal meat. After they had eaten, the men went outside to look at the stars. Iztani's brother pulled out a map of the stars and began to explain the story of the stars to the men. He told them that the stars were the children of the Earth Maker and that they had been placed there to give light to the people. The men listened to him and learned from him.  Then they returned to their own village.

Source:
Kroeber, A. L. (1974). The Story of the Stars. In S. E. Robinson & W. S. Robinson (Eds.), Native American myths: From the Atlantic to the Pacific (pp. 353–362). New York: Doubleday.

Alternate version:
According to a version of the story told in California, the two men were hunting near the village when they heard a woman crying. They went towards the sound and found a canoe stuck in the mud with three people inside. The people in the canoe had been trapped there for two days. The two men helped them back to the village. As payment for their help, the woman's brother gave the two men a bag of seeds. The woman's mother made the men a meal of fresh fish and bread. After they had eaten, the men went outside to look at the stars. The woman's brother pulled out a map of the stars and began to explain the story",0.7816073815265334
Universe,19,0.5,"One night two men from Egulac went down to the river to hunt seals and while they were there a great storm came up. They built a shelter for themselves and were able to survive the storm. The next day they decided to try and find their way home. They were able to find their way to the Egulac village and were welcomed by the Egulac people. However, the people of Egulac were at war with the people of a neighboring village and the villagers of Egulac feared that the people of the neighboring village would be angry with them for harboring the two men. So, they decided to send the two men back to their own village. The men had been at Egulac long enough that they were considered honorary Egulac people and were given gifts and sent on their way.

An analysis:
The source of this myth is a Dene Nadleh Whudjek story, as the author, George Nickolai, explains in the introduction. The story has some similarities with other Native American myths, such as the one about two boys and a flood in Algonquin mythology. The story also shows some Christian influence, such as the use of the phrase ""sacred spirit"" and the belief that people were sent to Earth by God. However, the story also shows a rejection of European culture, such as the Egulac people's decision to send the two men back to their own village rather than keep them captive.

Characters:
The two men from Egulac
The Egulac people
The people of the neighboring village

Settings:
By the river
Egulac village

Themes:
Storm and survival
Hospitality and gratitude
War and conflict

Text:
Source: Nickolai, George. ""One Night Two Men."" In Stories from the Heart of the Land, vol. 1, 139-147. Vancouver: First",0.9536267334575002
Universe,20,0.5,"One night two men from Egulac went down to the river for a swim. The younger man was preparing to dive into the water when the older man warned him that it was too late; the full moon was up and the water would be cold. The younger man laughed and said that he did not believe in superstitions. As they entered the water, a large fish leapt from the river, splashing them both. The younger man was stung by a jellyfish and contracted a fever. Believing that the illness was caused by the break of a superstition, the older man spent days nursing his friend back to health. When the younger man recovered, the older man told him that they would go down to the river again the following night, and this time he would dive into the water first. The younger man agreed, and as they approached the river the next night, the older man told his friend to wait for him at the edge of the water. As the older man was diving into the river, a large fish leapt from the water and seized him in its mouth. The younger man watched as his friend struggled and called for help, but there was no one there to hear him. As the sun rose, the fish released the older man, and he swam to the bank as best he could. Exhausted and weak, he was unable to climb out of the water, and he knew that his friend would not be able to help him. The older man was convinced that the only chance of saving himself was to swim across the river to the safety of the opposite bank. But, he could not see where the other side was. He looked up and saw a loon flying toward him. He wished that he could fly like the loon. As he struggled to reach the other side, a canoe passed by. The man in the canoe saw the older man and offered to help him, and they reached the other side safely. The older man was very grateful and told his friend, ""I am glad",0.9516367197826908
Universe,21,0.5,"One night two men from Egulac went down to the river for a swim. They were Egush and Eyash, friends of the Iroquois, but they were Hurons. They were naked, and they were dancing and laughing. A great flood came and swept them away. Their bodies were found the next day, and the Iroquois said that the flood was caused by the anger of the gods. What happened (in detail)? [/INST] One night two men from Egulac went down to the river for a swim. They were Egush and Eyash, friends of the Iroquois, but they were Hurons. They were naked, and they were dancing and laughing. A great flood came and swept them away. Their bodies were found the next day, and the Iroquois said that the flood was caused by the anger of the gods.
The Hurons believed that the god Napi had two sons, who were born at the same time and were just as powerful. One son was named Egush and the other Eyash. These two sons of Napi were mischievous and often played tricks on their father. One day Napi decided to test his sons. He called to them, ""Sons, come and see how I make the sun rise."" The sons raced to their father and stood before him. Napi said, ""Son Egush, you will make the sun rise."" He gave Egush a bundle of sweet grass and a clay pipe. ""Son Eyash, you will make the moon rise."" He gave Eyash a bundle of sweet grass and a clay pipe.
The boys started to walk toward the west, where the sun was setting. Egush said to his brother, ""I think our father made a mistake. He said I would make the sun rise, but look, it is setting."" Just as they reached the place where the sun sets, a cloud came over the sun and it rained. The rain grew heav",0.967521430150612
Universe,22,0.5,"One night two men from Egulac went down to the river to hunt seals and while they were there it became foggy and calm. Then they heard war-cries, and they thought: ""Maybe this is a war-party"". But they knew that the sound was too far away for it to be a war-party, and they were right. It was a ceremony to make a baby. They watched them, and presently they heard a little laugh, and then they knew that it was a woman. They crept closer, and then they saw one man lifting up the flap of a kinsman's canoe, and the other man pushing the canoe with a pole. And they knew that one of them was the father and the other the mother. And they watched the two canoes, and presently the one that was the mother's canoe turned over and nearly capsized, and the man and woman fell in and nearly drowned. Then the man fixed his canoe again and they went on, and presently the other canoe turned over and nearly capsized, and the man and woman fell in and nearly drowned. Then they went on again, and presently the man stood up in his canoe and shot a seal, and the woman took the bow and arrows and shot a seal also. Then they went on again, and presently the man turned around and was facing north, and the woman was facing south, and they were drifting toward a place where there were many houses, and they knew that this was where the people came from, and they were Egulac people. And they knew that the man was Egulac, and the woman was Egulac, and that they were married people, and that the child was born that night.

Source:
Kroeber, A. (1968). The Native Races of California. Berkeley: University of California Press. p. 232.

Discussion:
This story is one",1.0994967435886962
Universe,23,0.5,"One night two men from Egulac went out hunting, and when they had gone a good way they saw a light in the distance. They approached it and found that it was coming from a house where a feast was in progress. The two men had never been in an English house before, and they were much impressed by the number of dishes that were set out, and by the great variety of articles that were displayed on the shelves and the walls. One of the men, whose name was Froun, said to the other, ""What does this mean? Why is there a house here with so many dishes, and why are there so many articles? What does it all mean?"" And the other man, whose name was Kroun, said to Froun, ""This is a house of healing. In this house the people make the sick well again. That is why there are so many dishes, and that is why there are so many articles. The people who live here, they make the sick well again."" And Froun said, ""How is it that you know all this?"" And Kroun said, ""I have been here before."" 

Source:
Anonyme, One Night Two Men. In: Joseph Brugge, William A. Burns, and Frank G. Harrod, eds. Tell-Tale Terms: A New English Dictionary of Idioms and Their Origins. Chicago: Encyclopædia Britannica (1971), p. 470.

Notes:
The story is a variant of At the sign of the golden ball.

References:
Brugge, Joseph; Burns, William A.; Harrod, Frank G. (1971). Tell-Tale Terms: A New English Dictionary of Idioms and Their Origins. Chicago: Encyclopædia Britannica. pp. 469–470. ISBN 816",0.8773001456118668
Universe,24,0.5,"One night two men from Egulac went out to hunt; they passed through a village of the Wish-to-Work-Hard people. The chief of the village invited them to eat and drink, and they accepted his invitation. While they were eating, a messenger came to the chief and told him that the enemy was attacking their neighbors. The chief finished his meal, then gave each of the two men a gun and some cartridges, and sent them to fight the enemy.

They traveled all night, and when morning came they saw that the sun was rising. They had left the village just as the attack began, and now they saw that the enemy had taken over the village. The two men ran toward the village just as the fighting ended. A man came out of a house and asked them who they were. They told him they were friends of the chief of the other village. The man said, ""I will not kill you, but you must work hard for me."" They worked all day building houses and making weapons.

At night, just as they were finishing their work, a rocket was launched. It had a message for the men, and it said, ""Tomorrow we will attack the village where the chief lives.""

The men knew that they could not stay there now. They went to the village where the chief lived, and they found that it was also under attack. The enemy had cannons, and they used their rockets on the village. Many people were killed or wounded.

The two men fought bravely, and they killed many of the enemy. But soon the enemy had taken over the village, and the two men were the only ones left. They fought until the enemy had used up all their ammunition. Then the two men ran away, and they did not stop running until they were across the border into their own country.

They were very tired, and they knew that they could rest now. They found a place where they could hide, and they rested",0.9290451229001888
Universe,25,0.5,"One night two men from Egulac went down to the river for a swim. They were Egush and Eylak, they were the best of friends, they were inseparable. They swam far out, talked and laughed, and then suddenly the water around them grew cold. Very cold. They got out at once and dried themselves on the sand, and then they heard a voice calling them. It was an old Kaium, calling from the other side of the river.
""Why do you come here to the river at night?"" he asked them. ""We come to watch the stars,"" they told him. ""But you will see more stars if you come during the day.""
""No,"" said the other. ""At night the stars are closer.""
""Do you see? They are closer because we are closer to them. In the day they are far away. In the day we are far away. At night we are close to them. At night we are close to the stars. At night all things are close to us.""
""That is true,"" said Egush. ""At night everything is close to us.""
""Do you see? I have shown you. I have taught you. You are my friends. You are Egush and Eylak. You will go to the city and work in the copper mines. You will be paid in copper. You will make me copper pots. I will sell them and buy cloth. I will give you cloth. I will make you shirts. You will wear shirts. You will be strong. You will be healthy. You will work in the fields. You will grow corn. You will be happy.""
""That is true,"" said Eylak. ""At night everything is close to us.""
""Do you see? I have shown you. I have taught you. You are my friends. You are Egush and Eylak. You will go to the city and work in the brickyards. You will be paid in brick",0.7686488518458406
